,loss,val_loss,lr
0,5.0727458000183105,5.291402816772461,0.003000000026077032
1,4.100795745849609,94.39509582519531,0.003000000026077032
2,4.321115970611572,512.2538452148438,0.003000000026077032
3,4.390648365020752,540.93896484375,0.003000000026077032
4,3.9377329349517822,31.333377838134766,0.003000000026077032
5,4.630193710327148,122.78697204589844,0.003000000026077032
6,4.298503398895264,17.488868713378906,0.001500000013038516
7,4.151089668273926,16.244691848754883,0.001500000013038516
8,4.323422431945801,5.71809196472168,0.001500000013038516
9,4.196395397186279,4.692242622375488,0.001500000013038516
10,4.293150424957275,5.619204044342041,0.001500000013038516
11,4.189116954803467,4.661664009094238,0.001500000013038516
12,4.220584392547607,3.9402143955230713,0.001500000013038516
13,4.129966735839844,4.393037796020508,0.001500000013038516
14,4.113885402679443,3.994401454925537,0.001500000013038516
15,4.361006259918213,3.756316661834717,0.001500000013038516
16,4.33437967300415,4.023597717285156,0.001500000013038516
17,4.434334754943848,4.436191558837891,0.001500000013038516
18,3.7678468227386475,3.9575319290161133,0.001500000013038516
19,4.4510722160339355,3.724703788757324,0.001500000013038516
20,4.218905925750732,4.7047529220581055,0.001500000013038516
21,4.09881591796875,4.3593974113464355,0.001500000013038516
22,3.9707388877868652,4.4380202293396,0.001500000013038516
23,4.028436183929443,3.9010655879974365,0.001500000013038516
24,3.9831693172454834,4.593496799468994,0.001500000013038516
25,4.233714580535889,4.779263973236084,0.000750000006519258
26,4.127886772155762,3.8483190536499023,0.000750000006519258
27,4.206735134124756,4.042837619781494,0.000750000006519258
28,4.2095866203308105,4.067930221557617,0.000750000006519258
29,4.630141735076904,4.399027347564697,0.000750000006519258
30,4.205880641937256,3.8613498210906982,0.000375000003259629
31,4.028637409210205,4.2479424476623535,0.000375000003259629
32,4.216203689575195,4.511991500854492,0.000375000003259629
33,3.9786336421966553,4.3769049644470215,0.000375000003259629
34,4.321730613708496,4.922055244445801,0.000375000003259629
35,4.413177013397217,4.286646366119385,0.0001875000016298145
36,4.564951419830322,4.410444259643555,0.0001875000016298145
37,3.8008933067321777,3.9818029403686523,0.0001875000016298145
38,4.774745464324951,4.520660877227783,0.0001875000016298145
39,3.7439980506896973,4.322266578674316,0.0001875000016298145
40,3.835083484649658,3.9239661693573,9.375000081490725e-05
41,4.467572212219238,4.275986671447754,9.375000081490725e-05
42,4.352199077606201,4.428241729736328,9.375000081490725e-05
43,4.121067523956299,4.0275044441223145,9.375000081490725e-05
44,4.352257251739502,4.820774555206299,9.375000081490725e-05
45,4.393773555755615,3.9053657054901123,4.6875000407453626e-05
46,4.045498847961426,4.361776828765869,4.6875000407453626e-05
47,4.699441909790039,4.286960601806641,4.6875000407453626e-05
48,4.430411338806152,4.189552307128906,4.6875000407453626e-05
49,3.9332971572875977,4.570949554443359,4.6875000407453626e-05
