,val_loss,val_accuracy,loss,accuracy,lr
0,110099680.0,0.0,6.154983200132847,0.0,0.003000000026077032
1,23478.40625,0.0,4.502371549606323,0.0,0.003000000026077032
2,1108.0723876953125,0.0,4.455841973423958,0.0,0.003000000026077032
3,28.113117218017578,0.0,4.202148459851742,0.0,0.003000000026077032
4,68.80221557617188,0.0,4.78844191133976,0.0,0.003000000026077032
5,4.212094306945801,0.0,4.618570122867823,0.0,0.003000000026077032
6,10.161176681518555,0.0,4.634131833910942,0.0,0.003000000026077032
7,4.324028968811035,0.0,4.473256252706051,0.0,0.003000000026077032
8,4.130205154418945,0.0,4.3113769218325615,0.0,0.003000000026077032
9,4.622529983520508,0.0,4.842843756079674,0.0,0.003000000026077032
10,2.6532487869262695,0.0,4.903707593679428,0.0,0.003000000026077032
11,5.195223808288574,0.0,4.602708347141743,0.0,0.003000000026077032
12,2.7194080352783203,0.0,4.303124479949474,0.0,0.003000000026077032
13,2.798610210418701,0.0,4.397109046578407,0.0,0.003000000026077032
14,1.505803108215332,0.0,4.399539090692997,0.0,0.003000000026077032
15,4.501065731048584,0.0,4.452762268483639,0.0,0.003000000026077032
16,3.6754281520843506,0.0,4.482426952570677,0.0,0.003000000026077032
17,57.042640686035156,0.0,4.445648178458214,0.0,0.003000000026077032
18,12.449165344238281,0.0,4.052209723740816,0.0,0.003000000026077032
19,6.915942192077637,0.0,4.267545033246279,0.0,0.003000000026077032
20,8.902839660644531,0.0,4.110131576657295,0.0,0.001500000013038516
21,6.6107940673828125,0.0,4.281305097043514,0.0,0.001500000013038516
22,2.5537924766540527,0.0,4.5590059123933315,0.0,0.001500000013038516
23,2.724350929260254,0.0,3.8380444273352623,0.0,0.001500000013038516
24,4.317570686340332,0.0,4.488642655313015,0.0,0.001500000013038516
25,2.9529471397399902,0.0,4.457299701869488,0.0,0.000750000006519258
26,3.212047815322876,0.0,3.8493082895874977,0.0,0.000750000006519258
27,3.351121664047241,0.0,4.57134173065424,0.0,0.000750000006519258
28,4.5468525886535645,0.0,4.571664210408926,0.0,0.000750000006519258
29,3.279773235321045,0.0,3.8580650687217712,0.0,0.000750000006519258
